,Company Name,Job Description,Job Title,Location,Salary
20102,"


    Penn Schoen Berland
","
We are seeking qualified Senior Analysts to join our team in Seattle. Senior Analysts work as part of a dynamic communications consulting/market research team","
Market Research Senior Analyst
",Seattle,
20103,"


    Getty Images
","
You are a Data Scientist. You also know that machine learning isn't the only aspect of being a data scientist. Demonstrated experience solving business problems...","
Data Scientist
",Seattle,
20104,"


    University of Washington Medical Center
","
The individual in this position will extract DNA, operate molecular laboratory equipment, and enter data. Support Medical Laboratory Scientists, faculty and...","
CLINICAL LABORATORY TECHNICIAN 1
",Seattle,"$2,990 - $4,276 a month"
20105,"

    We Care Staffing
","
Work with engineering to enable the appropriate capture and storage of key data points. Use data mining, model building, and other analytical techniques to...","
Sr. Data Scientist
",Seattle,
20107,"


    University of Washington
","
Epic User Access and Security, Epic Environment Management, or Epic Data Courier Management. Under the general guidance of the Director of Enterprise Business...","
EPIC CORE SYSTEMS MANAGER
",Seattle,
20108,"


    Quantcast
","
The Segment Modeling team has multiple responsibilities centered on Quantcast’s vast dataset, including building a real-time analytics platform to let customers...","
Group Engineering Manager, Segment Modeling
",Seattle,
20109,"

    2rbConsulting
","
This team is responsible for tailoring these recommendations through machine learning and collaboration with engineers and scientists to create services that...","
Software Development Manager - Machine Learning
",Seattle,
20110,"

    ThirdEye Data Inc.
","
Third Eye’s direct client is looking for a *Data Scientist*. Expert in algorithm development & implementation in managing massive data sets....","
Data Scientist
",Seattle,
20111,"


    eBay Inc.
","
You’ll work with world-class data scientists and engineers. Proven experience with large data sets and related technologies, e.g., Hadoop, Pig, Spark....","
Applied Researcher / Data Scientist
",Seattle,
20112,"

    Alder BioPharmaceuticals, Inc.
","
Scientist, Analytical Development. Analytical method development to include experimental design, execution, data analysis, and report writing....","
Scientist, Analytical Development
",Seattle,
20114,"

    Modern Electron
","
You will work with a team of physicists, chemists, material scientists, electrical engineers, and technicians....","
Associate R&D Engineer / Scientist
",Seattle,
20115,"

    Aptevo Therapeutics
","
Proven experience managing a team of multiple Scientists. In collaboration with other groups, oversee analysis and interpretation of data, disseminate key...","
Director of Molecular Biology & Antibody Engineering
",Seattle,
20116,"


    Nordstrom
","
Strong analytical and data skills. You will drive the product roadmap and influence the technical design of this state-of-the-art platform, to be used by our...","
Senior Program Manager Machine Learning Platform
",Seattle,
20117,"


    Institute for Systems Biology
","
Knowledge of biological mass spectrometry-based proteomics including liquid chromatography, computational identification of large data sets is preferred....","
Research Associate/Research Scientist in Cell Culture and Di...
",Seattle,
20118,"


    University of Washington Medical Center
","
Data management/quality assurance. Using statistical software to analyze quantitative data. Developing or modifying databases for analysis of data;...","
SR. M&E ADVISOR
",Seattle,
20119,"

    Juno Therapeutics
","
Demonstrated experience in Java/C++, front-end, and data layer development. Create and support prototype front end and data connections for mathematical engines...","
Senior Software Developer
",Seattle,
20120,"


    Microsoft
","
Drive data and platform engineering requirements management. Experience performing business analysis using data mining and analysis tools including SQL and...","
Marketing Automation Program Manager
",Seattle,
20123,"


    Fred Hutchinson Cancer Research Center
","
Provide visit reports and activity tracking data to the Senior Managing Director, Development. At Fred Hutchinson Cancer Research Center, home to three Nobel...","
Philanthropic Gifts Officer III
",Seattle,
20124,"


    Wunderman
","
Headquartered in New York, the agency brings together 7,000 creatives, data scientists, strategists and technologists in 175 offices in 60 markets....","
Senior Planner
",Seattle,
20125,"


    Allen Institute
","
Creating tools and data that advance the pursuits of thousands and thousands of scientists around the world is our contribution to revolutionary neuroscience....","
Scientist I - Computational Data Analysis
",Seattle,
20127,"


    BOEING
","
Skilled scientists and thinkers. Gathering data to assess supplier capability & capacity. Would you like to be part of a team that manages one of the most...","
Contracts Procurement Agent
",Seattle,
20129,"


    Microsoft
","
Gain deep understanding of the Cloud App Dev & Data business, solutions and products and key audiences including developers, BDMs, IT Pros, Data Scientists,...","
Marketing Communications Manager
",Seattle,
20130,"

    Hiya
","
A passion about phone numbers, the mobile industry and organization of businessname data or identity data links....","
Business Profiles Product Manager
",Seattle,
20131,"

    Allen Frontiers Group
","
Produce written materials including judgment of impact and reports of data gathered. Interact frequently with funded scientists and periodically make visits to...","
Senior Program Officer - Frontiers Group
",Seattle,
20133,"

    Lighthouse Recruiting
","
Join our Medical Laboratory Scientists Groups:. Familiarity with databases, tools, and resources commonly used in interpretation of genomic data....","
Variant Scientist (Remote)
",Seattle,"$90,000 - $100,000 a year"
20134,"


    Wunderman
","
Headquartered in New York, the agency brings together 7,000 creatives, data scientists, strategists and technologists in 175 offices in 60 markets....","
Associate Creative Director, Art
",Seattle,
20135,"


    AQUENT
","
Intermediate knowledge of SQL, preferably in a big Data environment - Intermediate knowledge and experience utilizing statistical/data mining/analytic tools...","
Statistical Analyst
",Seattle,
20136,"


    eBay Inc.
","
Provide thought leadership and expertise through knowledge of marketing industry trends, publisher feedback user feedback etc. Synthesize and drive product...","
Sr. PM - eBay Partner Network
",Seattle,
20137,"


    Superior Group
","
The candidate will support development of test plans, instrumentation selection, data acquisition and control, testing activities, data analysis and...","
Test Engineer, Nuclear
",Seattle,
20138,"

    Das Consulting
","
Advanced Analytical and statistical skills, data mining skills (including data auditing, aggregation, validation…) and data modelling techniques including model...","
Mobile Data Scientist
",Seattle,
20139,"


    CDK Global
","
From data scientists to sales and operations experts, we’re hiring to support your growth and ours - Green light your career ....","
Senior Back-End Software Engineer
",Seattle,
